,champion,voice_line,is_spoken
27515,Ryze,I fight so they don't have to.,True
27516,Ryze,"Roast duck, warm fire... someday.",True
27517,Ryze,Quickly but carefully.,True
27518,Ryze,The runes decide my path.,True
27519,Ryze,My story? That would take ages to tell.,True
27520,Ryze,Consider yourself lucky for the days you have.,True
27521,Ryze,Take care with this world.,True
27522,Ryze,"Fast and lean, that's how I travel.",True
27523,Ryze,"Ah, civilization. I remember when I was a part of it.",True
27524,Ryze,No time to talk.,True
27525,Ryze,I like my tragedy narrowly averted.,True
27526,Ryze,All this would be so much easier if I didn't give a damn.,True
27527,Ryze,Hm. I'm hunted by things far worse than you.,True
27528,Ryze,"I'm no doctor, but I think there's a spell for what you have.",True
27529,Ryze,To be ignorant is to be free. You must be very free.,True
27530,Ryze,"If I had a tattoo that looked like you, I'd get it removed.",True
27531,Ryze,"There's gonna be two sounds - me hitting you, and you disintegrating.",True
27532,Ryze,"You wage your petty war, Noxian, but the real war is yet to come.",True
27533,Ryze,Even your kind will know death in the cataclysm.,True
27534,Ryze,"Your charms are impressive, but I'm not into forest creatures.",True
27535,Ryze,"Run along, child, this tome is not a bedtime story.",True
27536,Ryze,"Space called, it wants its arrogant jerk back.",True
27537,Ryze,I don't suppose you'd want to get off your magical rear and help me save this world.,True
27538,Ryze,I have a hard time believing you went to medical school.,True
27539,Ryze,"I would chide you for your idiocy, but you seem pretty proud of it.",True
27540,Ryze,"Nice tattoos, do they conduct runic energy? No? Oh, that's too bad.",True
27541,Ryze,"Magic is more than sunshine and rainbows, girl.",True
27542,Ryze,"Hey, you're the one who summons bloodthirsty Void creatures, right? Yeah, brilliant work, good thinking.",True
27543,Ryze,"Nice card trick, do you do birthday parties?",True
27544,Ryze,"That remarkable arcane energy doesn't run through your entire body, does it?",True
27545,Ryze,We'll see how smart your mouth is when the world collapses.,True
27546,Ryze,I'm surprised you can string enough words together for that one. You need a break?,True
27547,Ryze,So that's what you people do with your spare time.,True
27548,Ryze,Not going to dignify that with a response.,True
27549,Ryze,"You should read more, expand your vocabulary.",True
27550,Ryze,What? You want to see a magic trick? Fine... tada.,True
27551,Ryze,"Okay, fine, here's a magic trick. Tada.",True
27552,Ryze,Ryze laughs.,False
27555,Ryze,Keep your distance.,True
27556,Ryze,I read the runes. You lose.,True
27557,Ryze,Blood will spill.,True
27558,Ryze,Makers guide me!,True
27559,Ryze,They come for the scroll.,True
27560,Ryze,Time dwindles.,True
27561,Ryze,Are you following me?,True
27562,Ryze,You know nothing of loss.,True
27563,Ryze,I am just a vessel.,True
27564,Ryze,A fine edge you dance on.,True
27565,Ryze,By will.,True
27566,Ryze,I don't have time for this!,True
27569,Ryze,This ends badly.,True
27570,Ryze,This might burn.,True
27571,Ryze,Hands off the runes.,True
27572,Ryze,They have no idea.,True
27573,Ryze,Leave now.,True
27574,Ryze,"Ah, the hard way.",True
27575,Ryze,Stay back.,True
27576,Ryze,Away.,True
27577,Ryze,You've got nothing.,True
27578,Ryze,You won't win this.,True
27579,Ryze,Last chance.,True
27580,Ryze,"Let's have it, then.",True
27581,Ryze,There it is.,True
27582,Ryze,Release.,True
27583,Ryze,Zap.,True
27584,Ryze,Back.,True
27585,Ryze,Push.,True
27586,Ryze,Out.,True
27588,Ryze,Like dominoes!,True
27589,Ryze,Compounded!,True
27590,Ryze,Expand!,True
27591,Ryze,Trap!,True
27594,Ryze,Root!,True
27595,Ryze,Cease!,True
27597,Ryze,Be still!,True
27598,Ryze,Steadfast!,True
27599,Ryze,Locked up tight!,True
27600,Ryze,Mark!,True
27602,Ryze,Target!,True
27603,Ryze,There!,True
27604,Ryze,Our fight is elsewhere.,True
27605,Ryze,A rune mage must keep moving.,True
27606,Ryze,Come. The runes beckon.,True
27607,Ryze,Flee if you want to live.,True
27608,Ryze,"Let's go, let's go!",True
27609,Ryze,Another joins the energy pool.,True
27610,Ryze,Better you than me.,True
27612,Ryze,Another dead fool.,True
27613,Ryze,One more needless death.,True
27615,Ryze,Won't be the last.,True
27616,Ryze,That's what happens when you piss off an archmage!,True
27617,Ryze,Better a few perish than the entire world.,True
27618,Ryze,"I tried to warn them, I really did.",True
27619,Ryze,They make the same mistakes again and again.,True
27620,Ryze,Too many have met the same fate.,True
27621,Ryze,That's gonna' load me down.,True
27622,Ryze,"Great, more things to carry.",True
27623,Ryze,This better work.,True
27624,Ryze,Provisions purchased.,True
27625,Ryze,An object of foul origins.,True
27626,Ryze,"Many lives it's taken, and many souls.",True
27627,Ryze,Strange how it beckons.,True
27628,Ryze,Fuel for the rune race.,True
27629,Ryze,Now I'll never tire.,True
27630,Ryze,Sweet rune juice.,True
27631,Ryze,Such a vile text - but useful.,True
27632,Ryze,Not a book for the faint of heart.,True
27633,Ryze,A sordid relic from a brutal time.,True
27634,Ryze,To cover my bald spot.,True
27635,Ryze,"A hat with a face, huh? Sure, why not?",True
27636,Ryze,A potent haberdashery.,True
27637,Ryze,In case my head gets cold.,True
27638,Ryze,It's a start.,True
27639,Ryze,Fundamental.,True
27640,Ryze,Brings out my colour.,True
27641,Ryze,Even the gods can weep.,True
27642,Ryze,Now we're talking.,True
27643,Ryze,I remember when such tears were shed.,True
27644,Ryze,I can feel its power surging.,True
27645,Ryze,I'd destroy it - if I didn't need it.,True
27646,Ryze,Such a weapon must be treated with respect.,True
27647,Ryze,I defy swords and arrows.,True
27648,Ryze,Their weapons will fail to scratch.,True
27649,Ryze,Protection from primitive arms.,True
27650,Ryze,I thought that guy would never stop talking.,True
27651,Ryze,Sight is better than swords.,True
27652,Ryze,For whatever lurks behind me.,True
27653,Ryze,"If I can see it, I can beat it.",True
27654,Ryze,They come for what I know.,True
27655,Ryze,Sight makes might.,True
27656,Ryze,Watching the watchers.,True
27657,Ryze,I never liked surprises.,True
27658,Ryze,Dark corners made bright.,True
27659,Ryze,I'd like to see them try.,True
27660,Ryze,Dark shadows hide dark forces.,True
27661,Ryze,One less thing to kill me.,True
27662,Ryze,Another barrier down.,True
27663,Ryze,"Let's move, the path is clear.",True
27664,Ryze,One less impediment.,True
27665,Ryze,Reduced to rubble.,True
27666,Ryze,What is made can be unmade.,True
27667,Ryze,"Always learning, always seeking.",True
27668,Ryze,"Those who seek improvement, improve.",True
27669,Ryze,To the next one.,True
27670,Ryze,This power continues to build.,True
27671,Ryze,A pause in the chaos. Let's make it count.,True
27672,Ryze,I'll return stronger. Count on it.,True
27673,Ryze,I'm not running away. I'm running at you the long way around.,True
27674,Ryze,"Hang on, archmage business.",True
27675,Ryze,Time to reflect on what we have learned.,True
27676,Ryze,A moment to gather our runes.,True
27678,Ryze,The scroll... burn it... ,True
27679,Ryze,Hide... them... ,True
27680,Ryze,They will not... take them... ,True
27681,Ryze,"Thank the gods, the world's still here.",True
27682,Ryze,"A stupid mistake, one I won't make again.",True
27683,Ryze,"I still live, but for how much longer?",True
27684,Ryze,"Let's try again, and this time do it right.",True
27685,Ryze,"Ugh, being dead wastes precious time!",True
27686,Ryze,An eagle screech is heard.,False
27687,Ryze,I will show you arcane magic.,True
27688,Ryze,You show promise!,True
27690,Samira,You want style? You've found her.,True
27691,Samira,"Eh, I could do better.",True
27692,Samira,Name's Samira. Try not to slow me down.,True
27693,Samira,If you can't keep up don't step up. I don't have time for fools.,True
27694,Samira,"Listen up, you sorry lot! Only one rule for this mission: take no prisoners.",True
27695,Samira,"I've got two rules for every fight. Don't ask for permission, don't ask for forgiveness.",True
27696,Samira,"The term's PsyOps, short for Psychic Operations. My name's Samira, short for styling on idiots.",True
27697,Samira,"High command, BRG. Whatever! I go where the thrill goes.",True
27698,Samira,"Refugee, mercenary the inspiration of a generation!",True
27699,Samira,"Virtues? I've got a few. Vices? Heh, a few more.",True
27700,Samira,"Some choose steel. Others, bullets. Why not both?",True
27701,Samira,"In every girl, there is a queen.",True
27702,Samira,I am the beauty and the beast.,True
27703,Samira,Only need one eye to hit my mark.,True
27704,Samira,Well-behaved women don't make it in Noxus.,True
27705,Samira,I'm not built to win. I'm built to conquer.,True
27706,Samira,"Oh, how great it would feel to shoot my past in the face.",True
27707,Samira,Heh! Nothing more lethal than comfort.,True
27708,Samira,I don't work. I slay.,True
27709,Samira,Last person I loved thought I was too reckless. Their loss.,True
27710,Samira,I never go out of style.,True
27711,Samira,Hope I get some blood on these boots. The color's a bit dull.,True
27712,Samira,Danger runs from me.,True
27713,Samira,The empire values strength. I value style. We're good partners.,True
27714,Samira,I'm the rose that survived the desert.,True
27715,Samira,'Refugee.' That label is where I draw my strength.,True
27716,Samira,Money buys a gun or two. Thrill buys a reputation.,True
27717,Samira,Why be average when I can be savage?,True
27718,Samira,I feel most alive when I'm walking the line.,True
27719,Samira,Guns and swords go together like rice and saffron.,True
27720,Samira,The ascended think they own my people. They are wrong.,True
27721,Samira,Life's simple. Take the shot or lose the chance.,True
27722,Samira,My folks keep telling me to settle down. Not my style.,True
27723,Samira,Thrilling! Ha! Maybe I'll get a tattoo to celebrate the occasion.,True
27724,Samira,"If they think I kill for fame and fortune, ha! They're idiots, just like all the others.",True
27725,Samira,"I chose this life. And sure, someday it might get me killed... but 'til then, I'm unstoppable.",True
27726,Samira,Those who followed the ascended burned away my home. So don't expect me to follow anyone.,True
27727,Samira,Indari was a great captain. She taught me how to shoot. I taught myself how to kill.,True
27728,Samira,I care most about my warband or my family. Order changes depending on who gets on my nerves.,True
27729,Samira,"Born in Shurima, raised by Noxus. Maybe I'll die in Demacia to make things interesting, huh?",True
27730,Samira,"People always ask about my weapons. Right hand, Blaze. Left hand, Thorn. Vanquish on the back, eh! Simple as that.",True
27731,Samira,"Sometimes, I'm the hero. Other times, I'm the villain. It's all a matter of perspective.",True
27732,Samira,"Growing up, my mamman taught me one lesson. Death isn't the scariest thing. It's a mother's rage.",True
27733,Samira,"Darius, Swain, pft! Those names mean little to me. I answer to myself.",True
27734,Samira,The sad mummy! My mamman used to tell stories about you when I was a girl. How I loved them.,True
27735,Samira,Shurima needs no emperor!,True
27736,Samira,"I know your type, Draven. The kind of man who's compensating for something.",True
27737,Samira,"That gauntlet would be better off without you, kid.",True
27738,Samira,"You seem kinda pale, LeBlanc. Sure you're getting enough sun?",True
27739,Samira,"Sarah, is it? I've killed many captains. Let's see how you measure up.",True
27740,Samira,"A talking turtle? Okay, maybe I did have one too many.",True
27741,Samira,"Sivir. You say you'll do anything for the right price, but what's the price of one's destiny?",True
27742,Samira,"Hey, old man. How long you got before that demon takes over?",True
27743,Samira,"Honestly, lantern man? Not sure you can handle my soul.",True
27744,Samira,If it looks like a blood sucker and it sounds like a blood sucker... Maybe I ought to kill it.,True
27745,Samira,Xerath. Your people ended my home. I will end your existence.,True
27746,Samira,Samira tosses a coin.,False
27747,Samira,Keep the change. You're gonna need it.,True
27748,Samira,You're dead weight.,True
27749,Samira,Buy something nice. On me.,True
27750,Samira,Get a haircut. Trust me.,True
27751,Samira,It's alright if you don't like me. We can't all have good taste.,True
27752,Samira,Samira checks her gun and bullet shells continously drop onto the ground.,False
27753,Samira,Huh. Less than yesterday at least.,True
27754,Samira,Hm. How come no one ever tells me to reload?,True
27755,Samira,Oh... I really gotta check these more often.,True
27756,Samira,Ugh. I missed a freakin' cliff-diving trip for this crap?,True
27757,Samira,Samira laughs.,False
27760,Samira,Samira grunts.,False
27763,Samira,Samira chuckles.,False
27768,Samira,Let's make this fun!,True
27769,Samira,Push my limits! I dare you.,True
27770,Samira,Finally some action!,True
27771,Samira,Oooh you look promising.,True
27772,Samira,I'm bored. Fight me!,True
27773,Samira,I fight on my terms.,True
27774,Samira,Don't hold back. I won't.,True
27775,Samira,Well! Look at you.,True
27776,Samira,I'll take care of this.,True
27777,Samira,Seize the moment!,True
27778,Samira,Oh lookie here. Target practice.,True
27779,Samira,And I'm not even looking.,True
27780,Samira,Don't mess with me.,True
27781,Samira,You're mine.,True
27782,Samira,Next breath might be your last.,True
27783,Samira,Bah! Like tereshni all over again.,True
27784,Samira,On my worst behavior.,True
27785,Samira,Came all this way to die? Hm?,True
27787,Samira,Always bet on me.,True
27788,Samira,Settle down sweet-cake.,True
27789,Samira,Push off.,True
